2022-11-26 19:26:14,359 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-11-26 19:26:14,374 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-11-26 19:26:14,375 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-11-26 19:26:14,375 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-11-26 19:26:14,377 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-11-26 19:26:14,377 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-11-26 19:26:14,377 INFO  SwAddin.cs: 201 - Setting up command manager
2022-11-26 19:26:14,378 INFO  SwAddin.cs: 204 - Adding command manager
2022-11-26 19:26:14,380 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-11-26 19:26:14,380 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-11-26 19:26:14,380 INFO  SwAddin.cs: 210 - Adding event handlers
2022-11-26 19:26:14,392 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-11-26 19:26:37,190 INFO  SwAddin.cs: 294 - Assembly export called for file assembly.SLDASM
2022-11-26 19:26:40,750 INFO  SwAddin.cs: 313 - Saving assembly
2022-11-26 19:26:40,816 INFO  SwAddin.cs: 316 - Opening property manager
2022-11-26 19:26:40,837 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from assembly.SLDASM
2022-11-26 19:26:40,864 INFO  ExportHelperExtension.cs: 1136 - Found 29 in assembly.SLDASM
2022-11-26 19:26:40,864 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in assembly.SLDASM
2022-11-26 19:26:40,864 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-26 19:26:40,872 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-11-26 19:26:40,873 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2022-11-26 19:26:40,873 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Part1-1
2022-11-26 19:26:40,873 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2022-11-26 19:26:40,874 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-2
2022-11-26 19:26:40,874 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Part1-2
2022-11-26 19:26:40,874 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-2
2022-11-26 19:26:40,874 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2022-11-26 19:26:40,874 INFO  ExportHelperExtension.cs: 1136 - Found 27 in base-1
2022-11-26 19:26:40,875 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2022-11-26 19:26:40,875 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from assembly.SLDASM
2022-11-26 19:26:40,875 INFO  ExportHelperExtension.cs: 1136 - Found 29 in assembly.SLDASM
2022-11-26 19:26:40,875 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in assembly.SLDASM
2022-11-26 19:26:40,875 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-26 19:26:40,876 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-11-26 19:26:40,876 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part1-1
2022-11-26 19:26:40,876 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Part1-1
2022-11-26 19:26:40,876 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part1-1
2022-11-26 19:26:40,876 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Part1-2
2022-11-26 19:26:40,876 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Part1-2
2022-11-26 19:26:40,877 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Part1-2
2022-11-26 19:26:40,877 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2022-11-26 19:26:40,877 INFO  ExportHelperExtension.cs: 1136 - Found 27 in base-1
2022-11-26 19:26:40,877 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base-1
2022-11-26 19:26:41,030 INFO  SwAddin.cs: 339 - Loading config tree
2022-11-26 19:26:41,032 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-11-26 19:26:41,034 INFO  SwAddin.cs: 344 - Showing property manager
2022-11-26 19:27:06,898 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-11-26 19:27:27,809 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-11-26 19:27:27,938 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-11-26 19:28:32,370 INFO  SwAddin.cs: 294 - Assembly export called for file assembly.SLDASM
2022-11-26 19:28:32,371 INFO  SwAddin.cs: 299 - Save is required
2022-11-26 19:28:32,371 INFO  SwAddin.cs: 313 - Saving assembly
2022-11-26 19:28:32,493 INFO  SwAddin.cs: 316 - Opening property manager
2022-11-26 19:28:32,493 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from assembly.SLDASM
2022-11-26 19:28:32,494 INFO  ExportHelperExtension.cs: 1136 - Found 29 in assembly.SLDASM
2022-11-26 19:28:32,494 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in assembly.SLDASM
2022-11-26 19:28:32,494 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-11-26 19:28:32,495 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-11-26 19:28:32,495 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2022-11-26 19:28:32,495 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Part1-1
